SHA-256(Certificate)	CA Name
0A9A4013AFC05650945CCA63B92A6B265857CF403403DEA52E0E68CC4E1BF574	C=AE, O=UAE Government, CN=UAE Global Root CA G3
0B5EED4E846403CF55E065848440ED2A82758BF5B9AA1F253D4613CFA080FF3F	C=HU, L=Budapest, O=NetLock Halozatbiztonsagi Kft., OU=Tanusitvanykiadok, CN=NetLock Expressz (Class C) Tanusitvanykiado
0B9F26DFCA684C2CFCE23E4E4DD567C886BA259E1DB267F9806F0C5A099711F2	C=LT, O=Skaitmeninio sertifikavimo centras, OU=Certification Authority, CN=SSC Root CA B
0BA1591A23AFDE691EE7E9D4881B03E69A178AB6B5BD5FC2EE31E4BEC176C98B	C=PL, O=Asseco Data Systems S.A., CN=Certum SMIME ECC Root CA
0C0B6B2BD1EDD7B27FEAD157F8E846B335B784A39F06C47216C8746F64C5CEDA	C=DE, O=DATEV eG, CN=CA DATEV BT 03
0C258A12A5674AEF25F28BA7DCFAECEEA348E541E6F5CC4EE63B71B361606AC3	C=EU, O=AC Camerfirma SA CIF A82743287, OU=http://www.chambersign.org, CN=Chambers of Commerce Root
0CC3CFB9C40C1EF39D257262B90F0A5E1E9C2EA978021372364319E2D9BD5E4C	C=FR, O=Certigna, CN=Certigna Email Protection EU Root CA
0D136E439F0AB6E97F3A02A540DA9F0641AA554E1D66EA51AE2920D51B2F7217	C=NL, O=DigiNotar, CN=DigiNotar Root CA, emailAddress=info@diginotar.nl
0D74EF67C88DE3560365E225AEF976F915E901347B73352D81AB5B4132BB2150	C=IN, O=eMudhra Technologies Limited, CN=emSign Root CS CA - G2
0E09801EB903A6F8DE6EF86799296C74B89AB8680C0AF3F2D870EAB6A095F63F	C=MY, O=MSC Trustgate.com Sdn. Bhd., CN=Trustgate SMIME ECC Root CA
0E30D04A94DCC423E26FDC4C24AFCF4923BD80D83B661B06A2F5856361560407	C=MO, O=Macao Post and Telecommunications Bureau, CN=eSignTrust Root Certification Authority (G03)
0E88EB6EA256E19EF8D3ABD61A24D38DBAD632816DD957294427E4724D81A386	CN=Autoridad de Certificacion Raiz del Estado Venezolano, C=VE, L=Caracas, ST=Distrito Capital, O=Sistema Nacional de Certificacion Electronica, OU=Superintendencia de Servicios de Certificacion Electronica, emailAddress=acraiz@suscerte.gob.ve
0ED3FFAB6C149C8B4E71058E8668D429ABFDA681C2FFF508207641F0D751A3E5	CN=Autoridad de Certificacion Raiz del Estado Venezolano, C=VE, L=Caracas, ST=Distrito Capital, O=Sistema Nacional de Certificacion Electronica, OU=Superintendencia de Servicios de Certificacion Electronica, emailAddress=acraiz@suscerte.gob.ve
0F4E9CDD264B025550D170806340214FE94434C9B02F697EC710FC5FEAFB5E38	C=NO, O=Buypass AS-983163327, CN=Buypass Class 2 CA 1
0F993C8AEF97BAAF5687140ED59AD1821BB4AFACF0AA9A58B5D57A338A3AFBCB	C=FR, O=Certplus, CN=Class 2 Primary CA
10D498E3F825388C6758E8714F6B9E17351ACEB0203D31E039C20A7B32B71261	C=US, O=Apple Inc., CN=Apple Public TLS ECC Root CA 1
1108210FCE22F535F274B4733A1E0550E68405D5381DCED95B864D9AF53D0B69	C=CN, O=Aspire Technologies, CN=CMCA GLOBAL TRUST ROOT CA
11437CDA7BB45E41365F45B39A38986B0DE00DEF348E0C7BB0873633800BC38B	C=US, O=CommScope, CN=CommScope Public Trust ECC Root-01
11903EA0AF7C7955142B958BB30CC095E180EC69DEDA00C42042F2EDA9987D67	C=CN, O=China Financial Certification Authority, CN=CFCA Global RSA ROOT
126BF01C1094D2F0CA2E352380B3C724294546CCC65597BEF7F12D8A171F1984	C=JP, O=Japanese Government, OU=GPKI, CN=ApplicationCA2 Root
12D480C1A3C664781B99D9DF0E9FAF3F1CACEE1B3C30C3123A337A4A454FFED2	C=si, O=state-institutions, OU=sigen-ca
12FF248372BD87E44ECE432198BE9B04525F33DEE00356FD646F8ACC01412F86	C=CA, O=Carillon Information Security Inc., OU=Certification Authorities, CN=CISRCA1
136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA	C=EU, L=Madrid (see current address at www.camerfirma.com/address), serialNumber=A82743287, O=AC Camerfirma S.A., CN=Global Chambersign Root - 2008
13B84ABAECA3DE8C719A067DE8CF185F65DC19E03EBD92C20BD38C75097BE113	C=US, O=VeriSign, Inc., OU=Class 1 Public Primary Certification Authority
1406710058180FA4081AAB3F246F1702429C552A11FA3143B84C88CB3AB8E5E7	C=BR, O=ICP-Brasil, OU=Instituto Nacional de Tecnologia da Informacao - ITI, CN=Autoridade Certificadora Raiz Brasileira v11
1498BFED947C795235D3482FBE493CD89BE5DC0747291C716360356E89D4595E	C=CN, O=TrustAsia Technologies, Inc., CN=TrustAsia TSA RSA Root CA
1594CB5B826C315DE3BC932C56895FF23A3A988B5DC1F034D214DFD858D89EE8	C=es, O=Servicio de Certificacion del Colegio de Registradores (SCR), OU=Certificado Propio, OU=Certificado Raiz, CN=Certificado de la Clave Principal, street=Principe de Vergara 72 28006 Madrid, emailAddress=scr@registradores.org
15F0BA00A3AC7AF3AC884C072B1011A077BD77C097F40164B2F8598ABD83860C	C=US, O=Network Solutions L.L.C., CN=Network Solutions Certificate Authority
1601DC334704BD853062D6DEBFEECAB38D496F515E186DA56175D9CA6F27256C	C=PK, O=Electronic Certification Accreditation Council, CN=ECAC TLS Root CA G1
165C7E810BD37C1D57CE9849ACCD500E5CB01EEA37DC550DB07E598AAD2474A8	C=BE, O=GlobalSign nv-sa, CN=GlobalSign Client Authentication Root R45
17184AB2C44BE2EBD6C3DE90673F4D1ACA4D67C46F4ED70D47D6AECE3A615B8B	C=PA, ST=Panama, L=Panama City, O=TrustCor Systems S. de R.L., OU=TrustCor Certificate Authority, CN=TrustCor ECA-1
173CF0179612EF44B4491127DF9CD24EA68B7453889035691643B26C4E511F37	C=LK, O=Sri Lanka CERT, CN=National Certification Authority of Sri Lanka TLS Root CA - G1
1759727D9E6679B069DD3AFA910E2779C42007AAB206A169C66E6E2A3D1774B0	C=CN, O=UniTrust, CN=UniTrust Global Time Stamping RSA Root CA R1
17F7C327A79F47A42B9B58C08C6CACDAFBF984340417137091F0C800ED90D3F4	C=BE, CN=Government CA, serialNumber=201401
1997770A5633FB6D0440ABF7D7E87E15D795F094F8C2959DADB00E785866BF48	C=IN, O=eMudhra Technologies Limited, CN=emSign Root TSA CA - G2
19A2FA09332C6D8EAC1393D5F30371DD8B4DD687B0E1E50A6B48AE762CABA2B5	C=TW, O=Chunghwa Telecom Co., Ltd., CN=ePKI Root Certification Authority - G4
19ABCDFF3A74402FA8F0CA206BF7FAB0DFFFF3AE2BBD719584D21090A4353207	C=MY, O=Digicert Sdn. Bhd., CN=PosDigicert Class 2 Root CA G2
1A2512CDA6744ABEA11432A2FDC9F8C088DB5A98C89E13352574CDE4D9E80CDD	C=ZA, ST=Western Cape, L=Somerset West, O=South African Post Office Limited, OU=SAPO Trust Centre, CN=SAPO Class 3 Root CA, emailAddress=pkiadmin@trustcentre.co.za
1AA0C2709E831BD6E3B5129A00BA41F7EEEF020872F1E6504BF0F6C3F24F3AF3	C=IN, OU=emSign PKI, O=eMudhra Technologies Limited, CN=emSign Root CA - G2
1AA980C8C0D316F25029978982F033CBB3A3F4188D669F2DE6A8D84EE00A1575	C=CZ, CN=I.CA - Qualified root certificate, O=První certifikační autorita, a.s.
1B82E7F4910B51E3E802A493ACDC17FF58EAC8B9EB7C09B52AC6CD2EFB83598C	C=US, O=SSL Corporation, CN=SSL.com VMC ECC Root CA 2024
1BA622B36325544AE922AFC22EF9D367943794F6E16874F368A733C65C9D5279	C=DE, O=DATEV eG, CN=CA DATEV STD 01
1BF7F3DF0BA1510D2281992C7D7D95E8862E371AE2BC2C751B0A8D733DF1EF67	C=HU, ST=Budapest, L=Budapest, O=NETLOCK Kft., CN=NETLOCK SMIME Root CA 2025, organizationIdentifier=VATHU-12201521
1C01C6F4DBB2FEFC22558B2BCA32563F49844ACFC32B7BE4B0FF599F9E8C7AF7	C=CN, O=China Internet Network Information Center, CN=China Internet Network Information Center EV Certificates Root
1C3464DFFE0C27C2640DB119DF2146D5EB7E7F8014DAEE0A50F8892C88F85716	C=DZ, O=AUTORITE NATIONALE DE CERTIFICATION ELECTRONIQUE, CN=National Root CA
1C551005D7A178DB89AD5AA145742FF4EB37F88A8E77F3AD4C8347A5EED4DBF4	C=PA, ST=Panama, O=TrustCor Systems S. de R.L., OU=TrustCor Certificate Authority, CN=TrustCor RootCert CA-1
1D4CA4A2AB21D0093659804FC0EB2175A617279B56A2475245C9517AFEB59153	C=US, O=SSL Corporation, CN=SSL.com Client RSA Root CA 2022
1D4F0596FCA2611D09F84C78F2EA565EF2EAB9CFC272A1718BD336E6E0AE021A	C=TN, O=ANCE, OU=Certification & PKI, CN=Agence Nationale de Certification Electronique, emailAddress=ance@certification.tn
1DA6F0B1B4276552CABC37DA61B28121B1F2CE2E013FE54A8112F80D42AC3FA3	C=HU, L=Budapest, O=NETLOCK Kft., CN=NETLOCK SMIME ECC CA, organizationIdentifier=VATHU-12201521
1DF0A470EABEDBD3A8CD7C7814C9A6E6D0D3BFB421B2DBFA8783DFD9695246D6	C=ZA, O=LAWtrust, CN=LAWtrust Root CA2 (4096)
1DF7E8B185CA46578D458D05129854FDE32EF1E9B36F0B96963CE38CAEABE4BC	C=CN, O=TrustAsia Technologies, Inc., CN=TrustAsia Global Root CA G2
1E1A6984B4E76BD709AEE3E9C9CF3118EAC096DAB9CC20DC25FAAB67297E965A	C=FR, O=ANSSI, OU=0002 130007669, CN=IGC/A AC racine Etat francais
1E49AC5DC69E86D0565DA2C1305C419330B0B781BFEC50E54A1B35AF7FDDD501	C=CH, O=SwissSign AG, CN=SwissSign Silver Root CA - G3
1E910B40C08184C0CA20468E824502FF2485163F77B03BB73296823F03885621	C=DE, O=DATEV eG, CN=CA DATEV BT 01
1EEA09E623D764AF6F659141D3E41FBBE5158F9645801180A1A86CE5DF538B82	C=AE, O=DigitalTrust L.L.C., CN=DigitalTrust Root CA G4
2072C50689F0771DD508727364116854A5D54D0991B9F75906BB2A94D4C628D3	C=LK, O=Sri Lanka CERT, CN=National Certification Authority of Sri Lanka DS Root CA - G1
2193CFEA381211A1AEAA2DE984E630643A87160B1208118145EAFB8E1BC69958	C=US, ST=FL, L=Jacksonville, O=Network Solutions L.L.C., CN=Network Solutions ECC Certificate Authority
21C602A128D91D7F31296788D08A2DD1E40E05A1CB7EABD71E3AD7ABE6103682	CN=Root BSRE CA SSL/TLS, O=Badan Siber dan Sandi Negara, C=ID
21DB20123660BB2ED418205DA11EE7A85A65E2BC6E55B5AF7E7899C8A266D92E	C=ch, O=Swisscom, OU=Digital Certificate Services, CN=Swisscom Root CA 1
21E9B3A3A7957B52BF5B9A113CDE238619DEC8B068735152EAA9B996BA5B8575	C=US, O=IdenTrust, CN=IdenTrust Commercial Root Client-Auth ECC CA 2
229CCC196D32C98421CC119E78486EEBEF603AECD525C6B88B47ABB740692B96	C=US, O=Cisco Systems, CN=Cisco RXC-R2
22D9599234D60F1D4BC7C7E96F43FA555B07301FD475175089DAFB8C25E477B3	C=GB, O=Sectigo Limited, CN=Sectigo Public Email Protection Root E46
22E0D11DC9207E16C92B2EE18CFDB2C2E940626847921FC528CEDD2F7932F714	C=US, O=Digital Signature Trust Co., OU=DST-Entrust GTI CA
235EB2934DF9970D871FA03874872CC17851E7F8ACDEC706D31D4FD5B29D9313	C=CN, O=China Financial Certification Authority, CN=CFCA Global ECC ROOT
23804203CA45D8CDE716B8C13BF3B448457FA06CC10250997FA01458317C41E5	C=ES, O=IZENPE S.A., CN=Izenpe.com
2399561127A57125DE8CEFEA610DDF2FA078B5C8067F4E828290BFB860E84B3C	C=US, O=VeriSign, Inc., OU=VeriSign Trust Network, OU=(c) 2008 VeriSign, Inc. - For authorized use only, CN=VeriSign Universal Root Certification Authority
23D34171369197D959B132F8B3DC5B556C7EDE60CC14FC699CAB487E337B0D7F	C=CN, O=BEIJING CERTIFICATE AUTHORITY, CN=BJCA Global Root CA6 G2
23E4F8DA7D482CD105289433C2E10CE67C1E1092B4DC50101F6D0C346E965972	C=CN, O=China Financial Certification Authority, CN=CFCA Global ECC ROOT G2
253E3CA36E37E867EE68867B997B9EC724DCC3161063AB0393B54F2BB7B6C315	C=US, O=SSL Corporation, CN=SSL.com Code Signing RSA Root CA 2022
25CF3DA8E9B97ADDBF92543C2B82527C8A4E2CFF2062A6483040D4B64ACE719F	C=US, O=GoDaddy.com, CN=GoDaddy TLS Root CA - R1
2602D21E81277A83F6048128F61D794A06F474E1F75E49740A817C2666F62211	C=US, ST=Utah, L=Salt Lake City, O=Xcert EZ by DST, CN=Xcert EZ by DST, emailAddress=ca@digsigtrust.com
261D7114AE5F8FF2D8C7209A9DE4289E6AFC9D717023D85450909199F1857CFE	C=PT, O=DigitalSign Certificadora Digital, CN=DIGITALSIGN GLOBAL ROOT ECDSA CA
2657E37AEA25E2801DC78ED6809D0FFE1851EB5B454B46AF73B3965B0D42E56D	C=US, O=IdenTrust, CN=IdenTrust Doc-Sign ECC Root CA 1
266E5635FA7363CD7716C0DE74D51B82F0F8878E664734376219EDAD19E54E37	C=US, O=IdenTrust, CN=IdenTrust Client-Auth ECC Root CA 1
26C56AD2208D1E9B152F66853BF4797CBEB7552C1F3F477251E8CB1AE7E797BF	C=US, O=DigiCert, Inc., CN=DigiCert CS ECC P384 Root G5
26C6C5FD4928FD57A8A4C5724FDD279745869C60C338E262FFE901C31BD1DB2B	C=BE, O=GlobalSign nv-sa, CN=GlobalSign Code Signing Root E45
2754D4FBCDEEC3E32BAC6D8DFDCBD5DE2BAA2E90562005B418E334CCFC37FA52	L=Internet, O=VeriSign, Inc., OU=VeriSign Individual Software Publishers CA
2834991CF677466D22BAAC3B0055E5B911D9A9E55F5B85BA02DC566782C30E8A	C=DE, O=TC TrustCenter GmbH, OU=TC TrustCenter Universal CA, CN=TC TrustCenter Universal CA II
28376149395498E183E9CE6278480DA6DD9186572A25C807BBE0BC094B544341	C=FR, O=Certiposte, CN=Certiposte Serveur
2930BD09A07126BDC17288D4F2AD84645EC948607907A97B5ED0B0B05879EF69	C=US, O=RSA Data Security, Inc., OU=Secure Server Certification Authority
294F55EF3BD7244C6FF8A68AB797E9186EC27582751A791515E3292E48372D61	C=NL, O=DigiNotar, CN=DigiNotar Root CA G2, emailAddress=info@diginotar.nl
2AD45B0C0F668F08436400911799DBAB3EF82EFA5CA31C896455212EC7F1CB05	C=JP, O=Cybertrust Japan Co., Ltd., CN=Cybertrust iTrust TLS RSA4096 Root CA 2025
2BCBBFD66282C680491C8CD7735FDBBAB7A8079B127BEC60C535976834399AF7	C=BE, O=GlobalSign nv-sa, CN=GlobalSign Timestamping Root R45
2C154235528D701790B675AFF6E1970827B10ED665E913835BF46E3460FD5C84	C=JP, O=SECOM Trust Systems Co., Ltd., CN=SECOM RSA Root CA 2023
2C4E9B0F8D0FCDC308C077E30DD2349DAF871FB3A37214859C486189A9F80ADB	C=SE, O=Telia Company AB, CN=Telia EC Signing Root CA v3
2CAB8E1E521323BADBC7E427F3DF91BEB17D42B5BD831EA1C428CA4FA49DA570	C=HU, ST=Budapest, L=Budapest, O=NETLOCK Kft., CN=NETLOCK TLS Root CA 2025, organizationIdentifier=VATHU-12201521
2D41D6D54CF9C81B0725E963C351F192D46581C8989C96C565695F6C8FC6EA67	C=CZ, organizationIdentifier=NTRCZ-47114983, O=Česká pošta, s.p., CN=PostSignum Root QCA ECC R1
2D47437DE17951215A12F3C58E51C729A58026EF1FCC0A5FB3D9DC012F600D19	C=JP, O=Japanese Government, OU=ApplicationCA
2D66A702AE81BA03AF8CFF55AB318AFA919039D9F31B4D64388680F81311B65A	C=IN, O=India PKI, CN=CCA India 2011
2D91AC5C7D799A7F45EB926AA3EAE98014E00FC2EE10264FFE34FE5E56855C08	C=PK, O=Electronic Certification Accreditation Council, CN=ECAC Code Signing Root CA G1
2DC62C3F6C0CC9020BBA77E1C511511024B943EE598856DA5A22E222B7277A20	C=AT, ST=Austria, L=Vienna, O=ARGE DATEN - Austrian Society for Data Protection, OU=A-CERT Certification Service, CN=A-CERT ADVANCED, emailAddress=info@a-cert.at
2DDE9D0C0A90E7B32B5ABC01F41799D42E95A1E3C31C3B39373BB8141EA54471	C=AT, O=A-Trust Ges. f. Sicherheitssysteme im elektr. Datenverkehr GmbH, OU=A-Trust-Root-05, CN=A-Trust-Root-05
2DFCBACADF22A6FF107A51FD3E8B9E17858028879B13F7C3B57B3E1BD2315809	C=US, O=GTE Corporation, OU=GTE CyberTrust Solutions, Inc., CN=GTE CyberTrust Root
2E04BF6C4C91864389F7CB30AFF4B54346794EF897B0D6557F10B7A8BA6D932C	C=CN, O=TrustAsia Technologies, Inc., CN=TrustAsia TSA ECC Root CA
2E19FA7CD069B3AA10B570D3E654C24217B229C67FB3BE87D1D6006C8F514DA9	C=PT, O=ACIN-iCloud Solutions, Lda, OU=Global Trusted Sign, CN=Global Trusted Sign Root Certification Authority 01
2E3A2BB5112505836CA8968BE2CB3727CE9B56845C6EE98E9185104AFB9AF596	C=US, O=Equifax Secure Inc., CN=Equifax Secure eBusiness CA-1
2EE6E5FE882F2B92705456AB78368BE83731485277CD0BD9BA381C99135F86E2	C=ES, O=Víntegris SL, L=Hospitalet de Llobregat, organizationIdentifier=VATES-B62913926, CN=vinCAsign Qualified Authority, ST=Barcelona
2F1062F8BF84E7EB83A0F64C98D891FBE2C811B17FFAC0BCE1A6DC9C7C3DCBB7	C=ZA, ST=Western Cape, L=Cape Town, O=Thawte Consulting, OU=Certification Services Division, CN=Thawte Personal Basic CA, emailAddress=personal-basic@thawte.com
2F274E48ABA4AC7B765933101775506DC30EE38EF6ACD5C04932CFE041234220	C=US, O=Equifax Secure, OU=Equifax Secure eBusiness CA-2
2FFB7F813BBBB3C89AB4E8162D0F16D71509A830CC9D73C262E5140875D1AD4A	C=US, O=CommScope, CN=CommScope Public Trust ECC Root-02
3032055A2617521DCBDED330A5161BF067611CFD2A6A01932705BA9B0C30ABC8	C=PL, O=Krajowa Izba Rozliczeniowa S.A., CN=SZAFIR ROOT CA3 TLS
309B4A87F6CA56C93169AAA99C6D988854D7892BD5437E2D07B29CBEDA55D35D	C=DE, O=TC TrustCenter GmbH, OU=TC TrustCenter Universal CA, CN=TC TrustCenter Universal CA III
30F4E5DD679FDE8FD11EB6E0C531615C438B06EDD9F59CBAB49680AA2B6990D9	C=US, O=Open Access Technology International Inc, CN=OATI webCARES Server Root CA
319A7F79258C33992B6BA277005AD3EA1802D899A99E42CD541750A4B4CC7CCD	C=AE, O=DarkMatter L.L.C., CN=DarkMatter Root CA G4
31EACE9B4C9C71734A185680BC24866CA6CBD82B3CB61BCC8706261B59CE1073	C=BR, ST=Rio de Janeiro, L=Rio de Janeiro, O=Certisign Certificadora Digital Ltda., OU=Certisign Autoridade Certificadora AC3S
3266967E59CD68008D9DD320811185C704205E8D95FDD84F1C7B311E6704FC32	C=DE, O=TC TrustCenter GmbH, OU=TC TrustCenter Class 4 CA, CN=TC TrustCenter Class 4 CA II
327A3D761ABADEA034EB998406275CB1A4776EFDAE2FDF6D0168EA1C4F5567D0	C=HU, L=Budapest, O=Microsec Ltd., OU=e-Szigno CA, CN=Microsec e-Szigno Root CA
328CDF63622AFB8A3FBC1347FD3389F918DA4A33F80AF34522D34B5BDA9CCB82	C=HU, L=Budapest, O=Microsec Ltd., CN=e-Szigno TLS Root CA 2024
3347EEA8149CD3F6B7796CCAAD234ADA294372F7B1EA49F87F5ADB11C8581624	C=IT, O=Actalis S.p.A., CN=Actalis SMIME ECC Root CA 2025
341DE98B1392ABF7F4AB90A960CF25D4BD6EC65B9A51CE6ED067D00EC7CE9B7F	C=US, O=VeriSign, Inc., OU=Class 1 Public Primary Certification Authority - G2, OU=(c) 1998 VeriSign, Inc. - For authorized use only, OU=VeriSign Trust Network
34BB34E14FAED0D3392F2FC441C0ECD5FD88AD88118DF2D1BA76CDEC1EEA10B8	C=SA, O=National Center for Digital Certification, OU=Saudi National Root CA
3568D2627EE25268E706432DD6CB50A90BBE332072B146DD58BFF60377D696E1	C=US, O=VeriSign, Inc., OU=Class 1 Public Primary Certification Authority - G2, OU=(c) 1998 VeriSign, Inc. - For authorized use only, OU=VeriSign Trust Network
35AE5BDDD8F7AE635CFFBA5682A8F00B95F48462C7108EE9A0E5292B074AAFB2	CN=EBG Elektronik Sertifika Hizmet Sağlayıcısı, O=EBG Bilişim Teknolojileri ve Hizmetleri A.Ş., C=TR
363F3C849EAB03B0A2A0F636D7B86D04D3AC7FCFE26A0A9121AB9795F6E176DF	C=US, O=Symantec Corporation, OU=Symantec Trust Network, CN=Symantec Class 1 Public Primary Certification Authority - G4
36544D2FCE03C6C72B70EB1A8064264DC1511768C2D8F76A8B9F1F2BBD153B7D	C=ES, O=Agencia Notarial de Certificacion S.L. Unipersonal - CIF B83395988, CN=ANCERT Corporaciones de Derecho Publico
3682228D7D678B571440CF1CB34E69FB4135FD6C2A1BE38E14163B711E02AE01	C=SE, O=Telia Company AB, CN=Telia EC Email Root CA v3
37D51006C512EAAB626421F1EC8C92013FC5F82AE98EE533EB4619B8DEB4D06C	C=US, O=GeoTrust Inc., CN=GeoTrust Primary Certification Authority
