SHA-256(Certificate)	CA Name
2CE1CB0BF9D2F9E102993FBE215152C3B2DD0CABDE1C68E5319B839154DBB7F5	C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Root Certificate Authority - G2
2E44102AB58CB85419451C8E19D9ACF3662CAFBC614B6A53960A30F7D0E2EB41	C=TN, O=Agence Nationale de Certification Electronique, CN=TunTrust Root CA
2E7BF16CC22485A7BBE2AA8696750761B0AE39BE3B2FE9D0CC6D4EF73491425C	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com EV Root Certification Authority RSA R2
30D0895A9A448A262091635522D1F52010B5867ACAE12C78EF958FD4F4389F2F	C=US, O=IdenTrust, CN=IdenTrust Public Sector Root CA 1
30FBBA2C32238E2A98547AF97931E550428B9B3F1C8EEB6633DCFA86C5B27DD3	C=CN, O=iTrusChina Co.,Ltd., CN=vTrus ECC Root CA
319AF0A7729E6F89269C131EA6A3A16FCD86389FDCAB3C47A4A675C161A3F974	C=BE, O=GlobalSign nv-sa, CN=GlobalSign Secure Mail Root R45
31AD6648F8104138C738F39EA4320133393E3A18CC02296EF97C2AC9EF6731D0	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G3
3417BB06CC6007DA1B961C920B8AB4CE3FAD820E4AA30B9ACBC4A74EBDCEBC65	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority ECC
349DFA4058C5E263123B398AE795573C4E1313C83FE68F93556CD5E8031B3C7D	C=US, O=Google Trust Services LLC, CN=GTS Root R4
34D8A73EE208D9BCDB0D956520934B4E40E69482596E8B6F73C8426B010A6F48	C=US, O=Google Trust Services LLC, CN=GTS Root R3
34FF2A4409DC1383E9F8966E8ADFE5719EBA373FD0AD5E2F49F90EE07CF5D4C1	C=FI, O=Vaestorekisterikeskus CA, OU=Certification Authority Services, OU=Varmennepalvelut, CN=VRK Gov. Root CA - G2
358DF39D764AF9E1B766E9C972DF352EE15CFAC227AF6AD1D70E8E4A6EDCBA02	C=US, O=Microsoft Corporation, CN=Microsoft ECC Root Certificate Authority 2017
371A00DC0533B3721A7EEB40E8419E70799D2B0A0F2C1D80693165F7CEC4AD75	C=US, O=DigiCert, Inc., CN=DigiCert TLS RSA4096 Root G5
3C5F81FEA5FAB82C64BFA2EAECAFCDE8E077FC8620A7CAE537163DF36EDBF378	C=HU, L=Budapest, O=Microsec Ltd., CN=Microsec e-Szigno Root CA 2009, emailAddress=info@e-szigno.hu
3E9099B5015E8F486C00BCEA9D111EE721FABA355A89BCF1DF69561E3DC6325C	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root CA
3F034BB5704D44B2D08545A02057DE93EBF3905FCE721ACBC730C06DDAEE904E	C=JP, O=Cybertrust Japan Co., Ltd., CN=SecureSign Root CA12
3F63BB2814BE174EC8B6439CF08D6D56F0B7C405883A5648A334424D6B3EC558	C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA CYBER Root CA
3F99CC474ACFCE4DFED58794665E478D1547739F2E780F1BB4CA9B133097D401	C=GR, O=Hellenic Academic and Research Institutions CA, CN=HARICA TLS ECC Root CA 2021
3FD4BE8BAAD2F26E1BDE06C7584BB720DD1A972D111F5A4999BC44B08FB4960D	C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=Microsoft ECC TS Root Certificate Authority 2018
407C276BEAD2E4AF0661EF6697341DEC0A1F9434E4EAFB2D3D32A90549D9DE4A	C=KR, O=Government of Korea, OU=GPKI, CN=GPKIRootCA1
40F6AF0346A99AA1CD1D555A4E9CCE62C7F9634603EE406615833DC8C8D00367	C=IN, OU=emSign PKI, O=eMudhra Technologies Limited, CN=emSign Root CA - G1
416B1F9E84E74C1D19B23D8D7191C6AD81246E641601F599132729F507BEB3CC	C=AT, ST=Wien, L=Wien, O=e-commerce monitoring GmbH, OU=GLOBALTRUST Certification Service, CN=GLOBALTRUST 2015
41C923866AB4CAD6B7AD578081582E020797A6CBDF4FFF78CE8396B38937D7F5	C=CH, O=WISeKey, OU=Copyright (c) 2005, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GA CA
4200F5043AC8590EBB527D209ED1503029FBCBD41CA1B506EC27F15ADE7DAC69	C=US, O=SecureTrust Corporation, CN=Secure Global CA
420332EF876EBE78F2AF5D28AAACDE24AAD0C10F8FFAAC469EFD7BD941929568	C=US, O=Entrust, Inc., CN=Entrust P384 TLS Root CA - 2022
4348A0E9444C78CB265E058D5E8944B4D84F9662BD26DB257F8934A443C70161	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root CA
43DF5774B03E7FEF5FE40D931A7BEDF1BB2E6B42738C4E6D3841103D3AA7F339	C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2009 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G2
44B545AA8A25E65A73CA15DC27FC36D24C1CB9953A066539B11582DC487B4833	C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions ECC RootCA 2015
45140B3247EB9CC8C5B4F0D7B53091F73292089E6E5A63E2749DD3ACA9198EDA	C=US, ST=Arizona, L=Scottsdale, O=GoDaddy.com, Inc., CN=Go Daddy Root Certificate Authority - G2
46EDC3689046D53A453FB3104AB80DCAEC658B2660EA1629DD7E867990648716	C=TR, L=Gebze - Kocaeli, O=Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK, OU=Kamu Sertifikasyon Merkezi - Kamu SM, CN=TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1
49A2762987788D4834B32305D767760F244D507742E8C2539FD4CA3AD52C16EE	C=KR, O=NAVER Cloud Trust Services Corp., CN=NAVER Cloud Trust Services RSA Root G1
49E7A442ACF0EA6287050054B52564B650E4F49E42E348D6AA38E039E957B1C1	C=DE, O=D-Trust GmbH, CN=D-TRUST Root Class 3 CA 2 2009
4B009C1034494F9AB56BBA3BA1D62731FC4D20D8955ADCEC10A925607261E338	C=JP, O=Cybertrust Japan Co., Ltd., CN=SecureSign Root CA14
4BE8B5A1C76C6AEAD0611918FCCF9DBD398B67FB12294758BDF994D0F9682F60	C=ES, O=Agencia Notarial de Certificacion S.L.U. - CIF B83395988, CN=ANCERT Certificados Notariales V2
4FA3126D8D3A11D1C4855A4F807CBAD6CF919D3A5A88B03BEA2C6372D93C40C9	C=BE, O=GlobalSign nv-sa, CN=GlobalSign Root R46
4FF460D54B9C86DABFBCFC5712E0400D2BED3FBC4D4FBDAA86E06ADCD2A9AD7A	C=US, ST=New Jersey, L=Jersey City, O=The USERTRUST Network, CN=USERTrust ECC Certification Authority
513B2CECB810D4CDE5DD85391ADFC6C2DD60D87BB736D2B521484AA47A0EBEF6	C=JP, O=SECOM Trust Systems CO.,LTD., OU=Security Communication RootCA2
52F0E1C4E58EC629291B60317F074671B85D7EA80D5B07273463534B32B40234	C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Certification Authority
552F7BDCF1A7AF9E6CE672017F4F12ABF77240C78E761AC203D1D9D20AC89988	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Trusted Root G4
554153B13D2CF9DDB753BFBE1A4E0AE08D0AA4187058FE60A2B862B2E4B87BCB	C=ES, O=FNMT-RCM, OU=Ceres, organizationIdentifier=VATES-Q2826004J, CN=AC RAIZ FNMT-RCM SERVIDORES SEGUROS
5546A52504FBA74F61FFD4890067529ADE3B9C9D07E502592831CCDA9B369FD3	C=FI, O=Digi- ja vaestotietovirasto CA, OU=Certification Authority Services, OU=Varmennepalvelut, CN=DVV Gov. Root CA - G3 ECC
55903859C8C0C3EBB8759ECE4E2557225FF5758BBD38EBD48276601E1BD58097	C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P384 Certification Authority
55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066	C=IT, L=Milan, O=Actalis S.p.A./03358520967, CN=Actalis Authentication Root CA
568D6905A2C88708A4B3025190EDCFEDB1974A606A13C6E5290FCB2AE63EDAB5	C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Services Root Certificate Authority - G2
574DF6931E278039667B720AFDC1600FC27EB66DD3092979FB73856487212882	C=CN, O=BEIJING CERTIFICATE AUTHORITY, CN=BJCA Global Root CA2
578AF4DED0853F4E5998DB4AEAF9CBEA8D945F60B620A38D1A3C13B2BC7BA8E1	C=DE, O=Deutsche Telekom Security GmbH, CN=Telekom Security TLS ECC Root 2020
57DE0583EFD2B26E0361DA99DA9DF4648DEF7EE8441C3B728AFA9BCDE0F9B26A	C=ES, CN=Autoridad de Certificacion Firmaprofesional CIF A62634068
59769007F7685D0FCD50872F9F95D5755A5B2B457D81F3692B610A98672F0E1B	C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA Global Root CA
5A2FC03F0C83B090BBFA40604B0988446C7636183DF9846E17101A447FB8EFD6	C=HK, ST=Hong Kong, L=Hong Kong, O=Hongkong Post, CN=Hongkong Post Root CA 3
5AB4FCDB180B5B6AF0D262A2375A2C77D25602015D96648756611E2E78C53AD3	C=HR, O=Financijska agencija, CN=Fina Root CA
5C58468D55F58E497E743982D2B50010B6D165374ACF83A7D4A32DB768C4408E	C=PL, O=Unizeto Technologies S.A., OU=Certum Certification Authority, CN=Certum Trusted Network CA
5CBF6FB81FD417EA4128CD6F8172A3C9402094F74AB2ED3A06B4405D04F30B19	C=BE, O=GlobalSign nv-sa, CN=GlobalSign Secure Mail Root E45
5CC3D78E4E1D5E45547A04E6873E64F90CF9536D1CCC2EF800F355C4C5FD70FD	C=CN, O=China Financial Certification Authority, CN=CFCA EV ROOT
5D56499BE4D2E08BCFCAD08A3E38723D50503BDE706948E42F55603019E528AE	C=US, O=IdenTrust, CN=IdenTrust Commercial Root CA 1
5E3571F33F45A7DF1537A68B5FFB9E036AF9D2F5BC4C9717130DC43D7175AAC7	C=AT, L=Vienna, ST=Austria, O=ARGE DATEN - Austrian Society for Data Protection, OU=GLOBALTRUST Certification Service, CN=GLOBALTRUST, emailAddress=info@globaltrust.info
5EDB7AC43B82A06A8761E8D7BE4979EBF2611F7DD79BF91C1C6B566A219ED766	C=US, O=GeoTrust Inc., OU=(c) 2007 GeoTrust Inc. - For authorized use only, CN=GeoTrust Primary Certification Authority - G2
604D32D036895AED3BFEFAEB727C009EC0F2B3CDFA42A1C71730E6A72C3BE9D4	C=PT, O=MULTICERT - Serviços de Certificação Electrónica S.A., CN=MULTICERT Root Certification Authority 01
62DD0BE9B9F50A163EA0F8E75C053B1ECA57EA55C8688F647C6881F2C8357B95	C=CH, O=SwissSign AG, CN=SwissSign Gold CA - G2
647987D98D52645DA4D3DE3B80771A0CE02B9B9285E6E86999882170744EC9AA	C=US, O=Entrust, Inc., CN=Entrust 4K EV TLS Root CA - 2022
65353833CF234C79562164F90849C0D104DBABF8EE41064D83E8CBE03BA1C5A5	C=SG, O=Netrust Pte Ltd, OU=Netrust Certificate Authority, CN=Netrust Root CA 2
657CFE2FA73FAA38462571F332A2363A46FCE7020951710702CDFBB6EEDA3305	C=RO, O=CERTSIGN SA, OU=certSIGN ROOT CA G2
68AD50909B04363C605EF13581A939FF2C96372E3F12325B0A6861E1D59F6603	C=US, O=Verizon Business, OU=OmniRoot, CN=Verizon Global Root CA
69729B8E15A86EFC177A57AFB7171DFC64ADD28C2FCA8CF1507E34453CCB1470	C=US, O=Internet Security Research Group, CN=ISRG Root X2
6AB2AB75F51CB4F4F0156203FBF6F646232F514BE059F62833308B82B4D72DB1	C=JP, O=SECOM Trust Systems Co., Ltd., CN=SECOM TLS ECC Root CA 2024
6B328085625318AA50D173C98D8BDA09D57E27413D114CF787A0F5D06C030CF6	C=PL, O=Asseco Data Systems S.A., OU=Certum Certification Authority, CN=Certum EC-384 CA
6B9C08E86EB0F767CFAD65CD98B62149E5494A67F5845E7BD1ED019F27B86BD6	C=CH, O=WISeKey, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GB CA
6C61DAC3A2DEF031506BE036D2A6FE401994FBD13DF9C8D466599274C446EC98	C=HU, L=Budapest, O=NetLock Kft., OU=Tanúsítványkiadók (Certification Services), CN=NetLock Arany (Class Gold) Főtanúsítvány
6CC05041E6445E74696C4CFBC9F80F543B7EABBB44B4CE6F787C6A9971C42F17	C=FR, O=Certplus, CN=Certplus Root CA G2
6DC47172E01CBCB0BF62580D895FE2B8AC9AD4F873801E0C10B9C837D21EB177	O=Entrust.net, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), OU=(c) 1999 Entrust.net Limited, CN=Entrust.net Certification Authority (2048)
6E0BFF069A26994C15DE2C4888CC54AF84882E5495B7FBF66BE9CCFFEC7489F6	C=BR, O=ICP-Brasil, OU=Instituto Nacional de Tecnologia da Informacao - ITI, CN=Autoridade Certificadora Raiz Brasileira v10
6E1FD3AE0D2D477C8F5EE5F335CC5B6356872654E5356A73D8C0A30A17C252A2	C=NL, O=QuoVadis Trustlink B.V., CN=QuoVadis TLS ECC P384 Root G4
70A73F7F376B60074248904534B11482D5BF0E698ECC498DF52577EBF2E93B9A	C=US, O=AffirmTrust, CN=AffirmTrust Premium
71A1A38FF485137002DD5CD780B3873DDE146723EE28080ECF3738C7C4FEB1AE	C=CN, O=Global Digital Cybersecurity Authority Co., Ltd., CN=数安时代 R5 根 CA
71CCA5391F9E794B04802530B363E121DA8A3043BB26662FEA4DCA7FC951A4BD	C=US, O=Google Trust Services LLC, CN=GTS Root R4
73C176434F1BC6D5ADF45B0E76E727287C8DE57616C1E6E6141A2B2CBC7D8E4C	C=US, O=Entrust, Inc., OU=www.entrust.net/CPS is incorporated by reference, OU=(c) 2006 Entrust, Inc., CN=Entrust Root Certification Authority
7431E5F4C3C1CE4690774F0B61E05440883BA9A01ED00BA6ABD7806ED3B118CF	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert High Assurance EV Root CA
77B82CD8644C4305F7ACC5CB156B45675004033D51C60C6202A8E0C33467D3A0	C=US, O=Certainly, CN=Certainly Root R1
7A38F708A35A31E42E1CF3220F9A2D273E7666354618B2464657D43D8E77ADC2	C=AT, O=A-Trust GmbH, OU=A-Trust-Root-09, CN=A-Trust-Root-09
7A77C6C61EEEB9AA65C4EA410D65D895B26A81123283009DB104B48DE80B2479	C=US, ST=MN, L=Minneapolis, O=Open Access Technology International Inc, CN=OATI WebCARES Root CA
7BB647A62AEEAC88BF257AA522D01FFEA395E0AB45C73F93F65654EC38F25A06	C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication Root R46
7D05EBB682339F8C9451EE094EEBFEFA7953A114EDB2F44949452FAB7D2FC185	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root G2
7E37CB8B4C47090CAB36551BA6F45DB840680FBA166A952DB100717F43053FC2	C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root G3
81A9088EA59FB364C548A6F85559099B6F0405EFBF18E5324EC9F457BA00112F	CN=Atos TrustedRoot Root CA RSA TLS 2021, O=Atos, C=DE
847DF6A78497943F27FC72EB93F9A637320A02B561D0A91B09E87A7807ED7C61	C=US, ST=Washington, L=Redmond, O=Microsoft Corporation, CN=Microsoft Root Certificate Authority 2011
8560F91C3624DABA9570B5FEA0DBE36FF11A8323BE9486854FB3F34A5571198D	C=CH, O=WISeKey, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GC CA
85666A562EE0BE5CE925C1D8890A6F76A87EC16D4D7D5F29EA7419CF20123B69	C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority RSA
85A0DD7DD720ADB7FF05F83D542B209DC7FF4528F7D677B18389FEA5E5C49E86	C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 2
86A1ECBA089C4A8D3BBE2734C612BA341D813E043CF9E8A862CD5C57A36BBE6B	C=IN, OU=emSign PKI, O=eMudhra Technologies Limited, CN=emSign ECC Root CA - G3
86D8219C7E2B6009E37EB14356268489B81379E076E8F372E3DDE8C162A34134	C=GB, ST=London, O=Google UK Ltd., OU=Certificate Transparency, CN=Merge Delay Monitor Root
873F4685FA7F563625252E6D36BCD7F16FC24951F264E47E1B954F4908CDCA13	C=TR, L=Ankara, O=E-Tugra EBG A.S., OU=E-Tugra Trust Center, CN=E-Tugra Global Root CA ECC v3
88EF81DE202EB018452E43F864725CEA5FBD1FC2D9D205730709C5D8B8690F46	C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 3 G3
88F438DCF8FFD1FA8F429115FFE5F82AE1E06E0C70C375FAAD717B34A49E7265	C=KR, O=NAVER BUSINESS PLATFORM Corp., CN=NAVER Global Root Certification Authority
8A71DE6559336F426C26E53880D00D88A18DA4C6A91F0DCB6194E206C5C96387	C=CN, O=iTrusChina Co.,Ltd., CN=vTrus Root CA
8A866FD1B276B57E578E921C65828A2BED58E9F2F288054134B7F1F4BFC9CC74	C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 1 G3
8AC552AD577E37AD2C6808D72AA331D6A96B4B3FEBFF34CE9BC0578E08055EC3	C=AT, O=A-Trust Ges. f. Sicherheitssysteme im elektr. Datenverkehr GmbH, OU=A-Trust-Root-07, CN=A-Trust-Root-07
8D25CD97229DBF70356BDA4EB3CC734031E24CF00FAFCFD32DC76EB5841C7EA8	C=US, O=Google Trust Services LLC, CN=GTS Root R2
8DD4B5373CB0DE36769C12339280D82746B3AA6CD426E797A31BABE4279CF00B	C=GR, O=Hellenic Academic and Research Institutions CA, CN=HARICA Client ECC Root CA 2021
8E8221B2E7D4007836A1672F0DCC299C33BC07D316F132FA1A206D587150F1CE	C=DE, O=D-Trust GmbH, CN=D-TRUST EV Root CA 2 2023
8ECDE6884F3D87B1125BA31AC3FCB13D7016DE7F57CC904FE1CB97C6AE98196E	C=US, O=Amazon, CN=Amazon Root CA 1
8F9ADB6D895DAB5ADF5C3D3FAB83927BE0FB64EF82485C62280D584E8BD55D22	C=SE, O=Swedish Social Insurance Agency, CN=Swedish Government Root Authority v3
8FAF7D2E2CB4709BB8E0B33666BF75A5DD45B5DE480F8EA8D4BFE6BEBC17F2ED	C=US, O=SSL Corporation, CN=SSL.com TLS RSA Root CA 2022
8FE4FB0AF93A4D0D67DB0BEBB23E37C71BF325DCBCDD240EA04DAF58B47E1840	C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 2 G3
91E2F5788D5810EBA7BA58737DE1548A8ECACD014598BC0B143E041B17052552	C=DE, O=T-Systems Enterprise Services GmbH, OU=T-Systems Trust Center, CN=T-TeleSec GlobalRoot Class 2
937EF8F12276B3C7A3F58E345D09A6EFF01F862F8D2794441CD84D511825FA0C	C=US, O=Entrust, Inc., CN=Entrust P384 EV TLS Root CA - 2022
945BBC825EA554F489D1FD51A73DDF2EA624AC7019A05205225C22A78CCFA8B4	C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P256 Certification Authority
96BCEC06264976F37460779ACF28C5A7CFE8A3C0AAE11A8FFCEE05C0BDDF08C6	C=US, O=Internet Security Research Group, CN=ISRG Root X1
97552015F5DDFC3C8788C006944555408894450084F100867086BC1A2BB58DC8	C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global Certification Authority
9A114025197C5BB95D94E63D55CD43790847B646B23CDF11ADA4A00EFF15FB48	C=NO, O=Buypass AS-983163327, CN=Buypass Class 2 Root CA
9A296A5182D1D451A2E37F439B74DAAFA267523329F90F9A0D2007C334E23C9A	C=AT, O=e-commerce monitoring GmbH, CN=GLOBALTRUST 2020
9A6EC012E1A7DA9DBE34194D478AD7C0DB1822FB071DF12981496ED104384113	CN=ACCVRAIZ1, OU=PKIACCV, O=ACCV, C=ES
9AE36232A5189FFDDB353DFD26520C015395D22777DAC59DB57B98C089A651E6	C=CH, O=OISTE Foundation, CN=OISTE Server Root RSA G1
9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C	C=CN, O=UniTrust, CN=UCA Global G2 Root
A040929A02CE53B4ACF4F2FFC6981CE4496F755E6D45FE0B2A692BCD52523F36	C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions RootCA 2015
A1339D33281A0B56E557D3D32B1CE7F9367EB094BD5FA72A7E5004C8DED7CAFE	C=PL, O=Krajowa Izba Rozliczeniowa S.A., CN=SZAFIR ROOT CA2
A1A86D04121EB87F027C66F53303C28E5739F943FC84B38AD6AF009035DD9457	C=DE, O=D-Trust GmbH, CN=D-TRUST Root CA 3 2013
A3CC68595DFE7E86D8AD1772A8B5284ADD54ACE3B8A798DF47BCCAFB1FDB84DF	C=US, O=WFA Hotspot 2.0, CN=Hotspot 2.0 Trust Root CA - 03
A7C8681042F3675AA8505D3BA313D80F8AC3250FDF874AD29B834689C087FB11	C=KR, O=NAVER Cloud Trust Services Corp., CN=NAVER Cloud Trust Services ECC Root G1
A7DEDF5A842167DD12FDAA0F2080E73295B8B8BEA71B2094EA0950945A482FC1	C=CA, O=AffirmTrust, CN=AffirmTrust 4K TLS Root CA - 2022
